项目ID,统计行ID,原表名称,产品,省份,月份,期间性质,月产能实物吨,月产能镍吨或纯镍表数值,实物产量吨,镍金属产量或纯镍表产量,品位,原表开工率,原料字段,文件,工作表,行,月份起始列
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-05,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,650
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-06,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,655
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-07,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,660
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-08,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,665
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-09,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,670
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-10,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,675
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-11,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,680
CN001,N028,扬州一川镍业有限公司,镍生铁／镍铁,江苏,2027-12,未完结月份／未来列,,784.32,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,28,685
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-01,原表月度记录,,0,18000,1530,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,30
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-02,原表月度记录,,0,18000,1530,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,35
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-03,原表月度记录,,0,19000,1615.0,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,40
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-04,原表月度记录,,0,19000,1615.0,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,45
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-05,原表月度记录,,0,19000,1615.0,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,50
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-06,原表月度记录,,0,19000,1653.0,0.087,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,55
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-07,原表月度记录,,0,20000,1800,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,60
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-08,原表月度记录,,0,20500,1845,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,65
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-09,原表月度记录,,0,20500,1845,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,70
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-10,原表月度记录,,0,20500,1845,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,75
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-11,原表月度记录,,0,17000,1530,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,80
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2017-12,原表月度记录,,0,20000,2000,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,85
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-01,原表月度记录,,0,20500,2050,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,90
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-02,原表月度记录,,0,18500,1850,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,95
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-03,原表月度记录,,0,20500,2050,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,100
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-04,原表月度记录,,0,20500,2152.5,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,105
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-05,原表月度记录,,0,,,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,110
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-06,原表月度记录,,0,12300,1291.5,,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,115
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-07,原表月度记录,,0,6000,630,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,120
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-08,原表月度记录,,0,12000,1260,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,125
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-09,原表月度记录,,0,17000,1785,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,130
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-10,原表月度记录,,0,20000,2100,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,135
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-11,原表月度记录,,0,20000,2100,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,140
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2018-12,原表月度记录,,0,22000,2310,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,145
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-01,原表月度记录,,0,23000,2415,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,150
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-02,原表月度记录,,0,21466.66666667,2254,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,155
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-03,原表月度记录,,0,16100,1690.5,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,160
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-04,原表月度记录,,0,20000,2100,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,165
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-05,原表月度记录,,0,18000,1890,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,170
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-06,原表月度记录,,0,18000,1890,0.105,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,175
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-07,原表月度记录,,0,20000,2000,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,180
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-08,原表月度记录,,0,26000,2600,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,185
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-09,原表月度记录,,0,25000,2500,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,190
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-10,原表月度记录,,0,25000,2500,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,195
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-11,原表月度记录,,0,25000,2500,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,200
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2019-12,原表月度记录,,0,25000,2500,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,205
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-01,原表月度记录,,0,15000,1500,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,210
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-02,原表月度记录,,0,10000,1000,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,215
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-03,原表月度记录,,0,6000,600,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,220
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-04,原表月度记录,,0,7000,700,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,225
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-05,原表月度记录,,0,11000,1100,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,230
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-06,原表月度记录,,0,13000,1300,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,235
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-07,原表月度记录,,0,16500,1650,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,240
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-08,原表月度记录,,0,15000,1500,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,245
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-09,原表月度记录,,0,15300,1530,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,250
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-10,原表月度记录,,0,15000,1500,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,255
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-11,原表月度记录,,0,14800,1480,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,260
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2020-12,原表月度记录,,0,14500,1450,0.1,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,265
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-01,原表月度记录,,0,16000,1360,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,270
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-02,原表月度记录,,0,14500,1232.5,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,275
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-03,原表月度记录,,0,18000,1620,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,280
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-04,原表月度记录,,0,15000,1350,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,285
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-05,原表月度记录,,0,11500,1035,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,290
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-06,原表月度记录,,0,15700,1413,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,295
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-07,原表月度记录,,0,15000,1350,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,300
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-08,原表月度记录,,0,15000,1350,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,305
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-09,原表月度记录,,0,4800,432,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,310
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-10,原表月度记录,,0,10000,910,0.091,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,315
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-11,原表月度记录,,0,12000,1080,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,320
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2021-12,原表月度记录,,0,15000,1350,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,325
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-01,原表月度记录,,0,15000,1350,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,330
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-02,原表月度记录,,0,14000,1260,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,335
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-03,原表月度记录,,0,14500,1377.5,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,340
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-04,原表月度记录,,0,11000,990,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,345
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-05,原表月度记录,,0,15600,1404,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,350
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-06,原表月度记录,,0,14000,1260,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,355
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-07,原表月度记录,,0,11000,990,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,360
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-08,原表月度记录,,0,11000,990,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,365
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-09,原表月度记录,,0,14000,1120,0.08,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,370
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-10,原表月度记录,,0,16000,1440,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,375
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-11,原表月度记录,,0,17000,1530,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,380
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2022-12,原表月度记录,,0,14500,1305,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,385
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2023-01,原表月度记录,,2250,13500,1215,0.09,0.54,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,390
CN002,N029,宿迁翔翔实业有限公司,镍生铁／镍铁,江苏,2023-02,原表月度记录,,2250,14500,1305,0.09,0.58,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,29,395
