序号,产品,日期,月份,出口商(标准化),出口商(原始),园区,出发港,买家,目的国,到货港,HS,重量(吨),Ni%原文,Ni%(修正),品位来源,Ni金属量(吨),金额USD,USD每实物吨,USD每镍吨,品名,质量标记,数据源,source_row,参考计入重量吨,复核标记,关联客户ID
4137,精炼镍,2024-07-10,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,30.9993,,99,HS750210 Ni≥99% 产品标准(口径#44),30.69,483011.25,15581,15739,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4138,30.9993,,RC002
4138,精炼镍,2024-07-10,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,17.3744,,99,HS750210 Ni≥99% 产品标准(口径#44),17.2,296090.35,17042,17214,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4139,17.3744,,RC002
4139,精炼镍,2024-07-10,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,107.1226,,99,HS750210 Ni≥99% 产品标准(口径#44),106.05,1856623.19,17332,17507,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4140,107.1226,,RC002
4140,精炼镍,2024-07-10,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,18.3168,,99,HS750210 Ni≥99% 产品标准(口径#44),18.13,317462.38,17332,17507,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4141,18.3168,,RC002
4141,精炼镍,2024-07-10,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,50.6899,,99,HS750210 Ni≥99% 产品标准(口径#44),50.18,878545.18,17332,17507,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4142,50.6899,,RC002
4142,精炼镍,2024-07-10,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,25.8692,,99,HS750210 Ni≥99% 产品标准(口径#44),25.61,448358.77,17332,17507,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4143,25.8692,,RC002
4155,精炼镍,2024-07-12,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,KOREA NON FERROUS METALS CO,South Korea,Incheon,75021000,59.7432,,99,HS750210 Ni≥99% 产品标准(口径#44),59.15,1029868.22,17238,17412,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4156,59.7432,,RC009
4156,精炼镍,2024-07-12,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD BUSAN LIMITED,South Korea,Busan (ex Pusan),75021000,149.4451,,99,HS750210 Ni≥99% 产品标准(口径#44),147.95,2576172,17238,17412,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4157,149.4451,,RC005
4157,精炼镍,2024-07-12,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANSMET CO,South Korea,Incheon,75021000,19.7961,,99,HS750210 Ni≥99% 产品标准(口径#44),19.6,335509.25,16948,17119,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4158,19.7961,,RC007
4158,精炼镍,2024-07-12,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD LOGISTICS SINGAPORE PTE LTD,Malaysia,Port Klang (Ferry Port),75021000,500.6563,,99,HS750210 Ni≥99% 产品标准(口径#44),495.65,8677254.83,17332,17507,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4159,500.6563,,RC018
4159,精炼镍,2024-07-12,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STEINWEG ASIA PTE LTD,Singapore,SINGAPORE,75021000,499.4184,,99,HS750210 Ni≥99% 产品标准(口径#44),494.42,8590875.46,17202,17376,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4160,499.4184,,RC024
4164,精炼镍,2024-07-13,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,Yokohama,75021000,80,,99,HS750210 Ni≥99% 产品标准(口径#44),79.2,1379060,17238,17412,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4165,80,,MC045
4187,精炼镍,2024-07-15,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STEINWEG ASIA PTE LTD,Singapore,SINGAPORE,75021000,199.9535,,99,HS750210 Ni≥99% 产品标准(口径#44),197.95,3439552.12,17202,17376,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4188,199.9535,,RC024
4188,精炼镍,2024-07-15,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TO ORDER OF ICBC STANDARD BANK PLC,Singapore,Singapore,75021000,400.626,,99,HS750210 Ni≥99% 产品标准(口径#44),396.62,7668686.74,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4189,400.626,,RC025
4189,精炼镍,2024-07-15,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ADVANCED MATERIAL JAPAN CORPORATION,Japan,Yokohama,75021000,24.041,,99,HS750210 Ni≥99% 产品标准(口径#44),23.8,413547.51,17202,17376,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4190,24.041,,RC022
4190,精炼镍,2024-07-15,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TOYOTA TUSHO MATERIAL INCORPORATION,Japan,Narita Apt/Tokyo,75021000,60,,99,HS750210 Ni≥99% 产品标准(口径#44),59.4,1148505.6,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4191,60,,RC026
4191,精炼镍,2024-07-15,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TO ORDER OF HSBC UK PLC,Netherlands,Rotterdam,75021000,50.1819,,99,HS750210 Ni≥99% 产品标准(口径#44),49.68,863217,17202,17376,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4192,50.1819,,RC027
4192,精炼镍,2024-07-15,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TO ORDER OF HSBC UK PLC,Netherlands,Rotterdam,75021000,100,,99,HS750210 Ni≥99% 产品标准(口径#44),99,1720176,17202,17376,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4193,100,,RC027
4221,硫酸镍,2024-07-17,2024-07,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,2000,,22.2,化学计量(NiSO4·6H2O 22.2%),444,6181440,3091,13922,NICKEL SULFATE,,中间品矩阵(75章+720150等),4222,2000,,NC162
4237,精炼镍,2024-07-18,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,135.7566,,99,HS750210 Ni≥99% 产品标准(口径#44),134.4,2598620.26,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4238,135.7566,,RC002
4238,精炼镍,2024-07-18,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,39.8398,,99,HS750210 Ni≥99% 产品标准(口径#44),39.44,762603.89,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4239,39.8398,,RC002
4239,精炼镍,2024-07-18,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,50.1867,,99,HS750210 Ni≥99% 产品标准(口径#44),49.68,960661.77,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4240,50.1867,,RC002
4240,精炼镍,2024-07-18,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,101.0849,,99,HS750210 Ni≥99% 产品标准(口径#44),100.07,1934942.9,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4241,101.0849,,RC002
4241,精炼镍,2024-07-18,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,6.1283,,99,HS750210 Ni≥99% 产品标准(口径#44),6.07,117306.45,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4242,6.1283,,RC002
4242,精炼镍,2024-07-18,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,10.6342,,99,HS750210 Ni≥99% 产品标准(口径#44),10.53,203557.3,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4243,10.6342,,RC002
4243,精炼镍,2024-07-18,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,93.3352,,99,HS750210 Ni≥99% 产品标准(口径#44),92.4,1786600,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4244,93.3352,,RC002
4244,精炼镍,2024-07-18,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,50.0633,,99,HS750210 Ni≥99% 产品标准(口径#44),49.56,958299.67,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4245,50.0633,,RC002
4250,精炼镍,2024-07-19,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,UNI METAL CO LTD,South Korea,Busan (ex Pusan),75021000,40,,99,HS750210 Ni≥99% 产品标准(口径#44),39.6,764800,19120,19313,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4251,40,,RC014
4287,硫酸镍,2024-07-24,2024-07,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,6400,,22.2,化学计量(NiSO4·6H2O 22.2%),1420.8,19280640,3013,13570,NICKEL SULFATE,,中间品矩阵(75章+720150等),4288,6400,,NC162
4314,精炼镍,2024-07-28,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,100.6228,,99,HS750210 Ni≥99% 产品标准(口径#44),99.62,1926097.49,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4315,100.6228,,NC019
4340,精炼镍,2024-07-31,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ADVANCED MATERIAL JAPAN CORPORATION,Japan,Yokohama,75021000,24.3749,,99,HS750210 Ni≥99% 产品标准(口径#44),24.13,466578.49,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4341,24.3749,,RC022
4341,精炼镍,2024-07-31,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,100.296,,99,HS750210 Ni≥99% 产品标准(口径#44),99.29,1728927.52,17238,17412,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4342,100.296,,RC002
4342,精炼镍,2024-07-31,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TOYOTA TUSHO MATERIAL INCORPORATION,Japan,Tokyo,75021000,40,,99,HS750210 Ni≥99% 产品标准(口径#44),39.6,765670.4,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4343,40,,RC026
4343,精炼镍,2024-07-31,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD KAOHSIUNG LTD C O FORMOSA LOGISTICS CORP,"Taiwan, China",Kaohsiung,75021000,500.3452,,99,HS750210 Ni≥99% 产品标准(口径#44),495.34,9577487.74,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4344,500.3452,,RC023
4344,精炼镍,2024-07-31,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,50.1272,,99,HS750210 Ni≥99% 产品标准(口径#44),49.63,959522.83,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4345,50.1272,,RC002
4345,精炼镍,2024-07-31,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TO ORDER OF HSBC UK PLC,Netherlands,Rotterdam,75021000,50.3543,,99,HS750210 Ni≥99% 产品标准(口径#44),49.85,853417.26,16948,17119,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4346,50.3543,,RC027
4346,精炼镍,2024-07-31,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TO ORDER OF ICBC STANDARD BANK PLC,Singapore,Singapore,75021000,597.0256,,99,HS750210 Ni≥99% 产品标准(口径#44),591.06,11428120.75,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4347,597.0256,,RC025
4393,精炼镍,2024-08-06,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD LOGISTICS SINGAPORE PTE LTD C O AFICO TERMINAL VENTURE SDN BHD,Malaysia,Klang,75021000,500.7611,,99,HS750210 Ni≥99% 产品标准(口径#44),495.75,9585448.79,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4394,500.7611,,RC028
4394,精炼镍,2024-08-06,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,Yokohama,75021000,20.7833,,99,HS750210 Ni≥99% 产品标准(口径#44),20.58,335157.73,16126,16289,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4395,20.7833,,MC045
4395,精炼镍,2024-08-06,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STEINWEG ASIA PTE LTD,Singapore,SINGAPORE,75021000,196.248,,99,HS750210 Ni≥99% 产品标准(口径#44),194.29,3756532.12,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4396,196.248,,RC024
4396,精炼镍,2024-08-06,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD LOGISTICS SINGAPORE PTE LTD,Singapore,SINGAPORE,75021000,99.8899,,99,HS750210 Ni≥99% 产品标准(口径#44),98.89,1610854.49,16126,16289,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4397,99.8899,,RC018
4403,精炼镍,2024-08-07,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Makassar,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Shanghai,75021000,111.4796,,99,HS750210 Ni≥99% 产品标准(口径#44),110.36,2133915.75,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4404,111.4796,,NC019
4440,精炼镍,2024-08-13,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,382.7056,,99,HS750210 Ni≥99% 产品标准(口径#44),378.88,7325658.75,19142,19335,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4441,382.7056,,NC019
4470,硫酸镍,2024-08-17,2024-08,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,1920,,22.2,化学计量(NiSO4·6H2O 22.2%),426.24,5755066,2997,13502,NICKEL SULFATE,,中间品矩阵(75章+720150等),4471,1920,,NC162
4471,硫酸镍,2024-08-17,2024-08,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,1940,,22.2,化学计量(NiSO4·6H2O 22.2%),430.68,5815014,2997,13502,NICKEL SULFATE,,中间品矩阵(75章+720150等),4472,1940,,NC162
4472,精炼镍,2024-08-17,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,14.7985,,99,HS750210 Ni≥99% 产品标准(口径#44),14.65,238645.05,16126,16289,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4473,14.7985,,RC002
4473,精炼镍,2024-08-17,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,139.8288,,99,HS750210 Ni≥99% 产品标准(口径#44),138.43,2254921.18,16126,16289,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4474,139.8288,,RC002
4474,精炼镍,2024-08-17,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,WALSIN LIHWA CORPORATION,"Taiwan, China",Kaohsiung,75021000,20.0685,,99,HS750210 Ni≥99% 产品标准(口径#44),19.87,310834.57,15489,15645,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4475,20.0685,,B035
4475,精炼镍,2024-08-17,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,50.7268,,99,HS750210 Ni≥99% 产品标准(口径#44),50.22,818035.59,16126,16289,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4476,50.7268,,RC002
4522,硫酸镍,2024-08-22,2024-08,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,5980,,22.2,化学计量(NiSO4·6H2O 22.2%),1327.56,17806347,2978,13413,NICKEL SULFATE,,中间品矩阵(75章+720150等),4523,5980,,NC162
4523,硫酸镍,2024-08-22,2024-08,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,1980,,22.2,化学计量(NiSO4·6H2O 22.2%),439.56,5895747,2978,13413,NICKEL SULFATE,,中间品矩阵(75章+720150等),4524,1980,,NC162
4542,精炼镍,2024-08-24,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STEINWEG ASIA PTE LTD,Singapore,SINGAPORE,75021000,100.7924,,99,HS750210 Ni≥99% 产品标准(口径#44),99.78,1748273.41,17345,17520,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4543,100.7924,,RC024
4543,精炼镍,2024-08-24,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD KAOHSIUNG LTD C O FORMOSA LOGISTICS CORP,"Taiwan, China",Kaohsiung,75021000,475.1603,,99,HS750210 Ni≥99% 产品标准(口径#44),470.41,8241793.2,17345,17520,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4544,475.1603,,RC023
4544,精炼镍,2024-08-24,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,Yokohama,75021000,20.0128,,99,HS750210 Ni≥99% 产品标准(口径#44),19.81,309971.86,15489,15645,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4545,20.0128,,MC045
4545,精炼镍,2024-08-24,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD LOGISTICS SINGAPORE PTE LTD,Singapore,SINGAPORE,75021000,101.0629,,99,HS750210 Ni≥99% 产品标准(口径#44),100.05,1629770.64,16126,16289,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4546,101.0629,,RC018
4546,精炼镍,2024-08-24,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,Yokohama,75021000,19.8437,,99,HS750210 Ni≥99% 产品标准(口径#44),19.65,320005.46,16126,16289,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4547,19.8437,,MC045
4547,精炼镍,2024-08-24,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,SUZUKI SANGYO KABUSHIKI GAISHA,Japan,Yokohama,75021000,25.3264,,99,HS750210 Ni≥99% 产品标准(口径#44),25.07,439293.75,17345,17520,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4548,25.3264,,RC016
4548,精炼镍,2024-08-24,2024-08,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,Yokohama,75021000,80,,99,HS750210 Ni≥99% 产品标准(口径#44),79.2,1300504,16256,16421,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4549,80,,MC045
4564,硫酸镍,2024-08-26,2024-08,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,2020,,22.2,化学计量(NiSO4·6H2O 22.2%),448.44,6015116,2978,13413,NICKEL SULFATE,同日同额拆单(tradeId不同，非重复),中间品矩阵(75章+720150等),4565,2020,,NC162
